,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance_CBD,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,X,Y,Regionname,Propertycount,Distance_train,Distance_hospital,Distance_school
8325,Port Melbourne,205 Clark St,4,h,1375000.0,S,hockingstuart,29/04/2017,3.8,3207.0,4.0,1.0,1.0,190.0,,,Port Phillip,-37.833,144.9377,Southern Metropolitan,8648.0,2163.587336179303,3031.6843599177614,428.4448733880247
8326,Port Melbourne,205/15 Pickles St,2,u,600000.0,VB,hockingstuart,29/04/2017,3.8,3207.0,2.0,1.0,1.0,0.0,61.0,2005.0,Port Phillip,-37.8443,144.9442,Southern Metropolitan,8648.0,3020.452245408999,2695.035891358851,283.16290345132495
8327,Port Melbourne,55/4 Seisman Pl,2,u,1030000.0,S,Buxton,29/04/2017,3.8,3207.0,2.0,2.0,2.0,21715.0,99.0,2005.0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648.0,2800.7545803455323,2557.508284796463,310.97920557040567
8328,Prahran,47 Wrights Tce,3,h,1251000.0,PI,Jellis,6/05/2017,4.5,3181.0,3.0,1.0,0.0,195.0,,,Stonnington,-37.851,145.0055,Southern Metropolitan,7717.0,744.5319485142678,455.991603438189,383.968549048766
8329,Prahran,111 Chomley St,2,h,1305000.0,SP,Gary,8/04/2017,4.5,3181.0,2.0,1.0,1.0,210.0,,,Stonnington,-37.8551,145.0058,Southern Metropolitan,7717.0,1185.1952237847313,294.5318912042717,435.47556619930845
8330,Prahran,208/11 Hillingdon Pl,1,u,550000.0,S,Biggin,8/04/2017,4.5,3181.0,1.0,1.0,1.0,0.0,,1900.0,Stonnington,-37.8516,144.9943,Southern Metropolitan,7717.0,374.8218902500198,464.82112662430285,626.8349297103234
8331,Prahran,303/10 Hillingdon Pl,2,u,645000.0,S,Gary,13/05/2017,4.5,3181.0,2.0,1.0,1.0,2842.0,84.0,1920.0,Stonnington,-37.8513,144.9943,Southern Metropolitan,7717.0,403.985455789698,437.37461229656634,659.5758742090724
8332,Prahran,7/72 Williams Rd,2,u,550000.0,SP,Thomson,13/05/2017,4.5,3181.0,2.0,1.0,1.0,72.0,69.0,1976.0,Stonnington,-37.8542,145.0024,Southern Metropolitan,7717.0,901.3201093719624,354.5220979772695,650.5003515063302
8333,Prahran,12/28 Wynnstay Rd,1,u,410000.0,PI,Thomson,13/05/2017,4.5,3181.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8529,145.0103,Southern Metropolitan,7717.0,1009.9012744763509,181.4408179713955,89.00539471303617
8334,Prahran,101/323 Dandenong Rd,2,u,690000.0,S,McGrath,20/05/2017,4.5,3181.0,2.0,2.0,2.0,1146.0,,,Stonnington,-37.8597,145.0093,Southern Metropolitan,7717.0,1054.0925248528954,622.561210125675,194.4872309986329
8335,Prahran,4/605 High St,2,u,630000.0,S,hockingstuart,20/05/2017,4.5,3181.0,2.0,1.0,1.0,0.0,59.0,1970.0,Stonnington,-37.8538,145.0088,Southern Metropolitan,7717.0,1096.8476576041148,34.441392074232425,159.885847485268
8336,Prahran,18/61 High St,2,u,685000.0,S,hockingstuart,20/05/2017,4.5,3181.0,2.0,1.0,1.0,8220.0,87.0,1965.0,Stonnington,-37.8508,144.9874,Southern Metropolitan,7717.0,588.8146338599902,742.1020262900536,462.5638188739675
8337,Prahran,4/38 Porter St,2,u,570000.0,S,Gary,20/05/2017,4.5,3181.0,2.0,1.0,1.0,479.0,,,Stonnington,-37.8489,144.9903,Southern Metropolitan,7717.0,638.4786910881185,613.7456864894834,710.2230473168613
8338,Prahran,44 Spring St,1,h,860000.0,PI,hockingstuart,22/04/2017,4.5,3181.0,1.0,1.0,0.0,108.0,54.0,1905.0,Stonnington,-37.8508,145.0051,Southern Metropolitan,7717.0,711.1258492441292,495.98843140295145,425.2806195433599
8339,Prahran,277 Dandenong Rd,3,h,880000.0,PI,Buxton,29/04/2017,4.5,3181.0,3.0,1.0,0.0,249.0,,,Stonnington,-37.859,145.0038,Southern Metropolitan,7717.0,1138.0218313194068,596.0056221844034,546.3111474037148
8340,Prahran,205/201 High St,2,u,475000.0,VB,hockingstuart,29/04/2017,4.5,3181.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8519,144.9948,Southern Metropolitan,7717.0,372.0981583836909,471.7113496821234,587.0680572931142
8341,Prahran,26/670 Malvern Rd,2,u,888000.0,S,Jellis,29/04/2017,4.5,3181.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.849000000000004,145.0088,Southern Metropolitan,7717.0,737.9529039001472,566.1359986362963,388.0374190458615
8342,Preston,502/49 Plenty Rd,2,u,413000.0,SP,Raine,6/05/2017,8.8,3072.0,2.0,1.0,1.0,0.0,,2009.0,Darebin,-37.7499,145.0031,Northern Metropolitan,14577.0,546.4616674299067,2894.2815595724637,444.61937057530116
8343,Preston,14 West St,3,h,1190000.0,S,Barry,6/05/2017,8.8,3072.0,3.0,2.0,2.0,572.0,118.0,1935.0,Darebin,-37.736,145.0033,Northern Metropolitan,14577.0,842.2155238683695,3644.930664279477,701.4719299640824
8344,Preston,2 Bruce St,2,h,2000000.0,PI,McGrath,8/04/2017,8.8,3072.0,2.0,1.0,2.0,465.0,,,Darebin,-37.7424,145.0026,Northern Metropolitan,14577.0,407.7235942278363,3186.023974366643,286.30463923929574
8345,Preston,4 Devon St,3,h,1045000.0,S,Nelson,8/04/2017,8.8,3072.0,3.0,1.0,2.0,513.0,,,Darebin,-37.7505,144.991,Northern Metropolitan,14577.0,980.3954345942177,1867.622500712907,290.3686645349797
8346,Preston,7 Leicester St,3,h,1121000.0,S,Barry,8/04/2017,8.8,3072.0,3.0,2.0,3.0,604.0,123.0,1925.0,Darebin,-37.7438,144.9971,Northern Metropolitan,14577.0,335.5066880768126,2691.463948628604,408.97144441951525
8347,Preston,2/15 Percival St,3,u,715000.0,S,hockingstuart,8/04/2017,8.8,3072.0,3.0,1.0,1.0,210.0,,1996.0,Darebin,-37.7317,145.0083,Northern Metropolitan,14577.0,606.8246587323335,3583.41328067738,218.50296666860544
8348,Preston,263 Tyler St,4,h,1200000.0,S,RW,8/04/2017,8.8,3072.0,4.0,3.0,2.0,466.0,,,Darebin,-37.731,145.0115,Northern Metropolitan,14577.0,819.3676045475994,3298.3838733724087,116.28061286006776
8349,Preston,53 William St,3,h,917500.0,S,Nelson,8/04/2017,8.8,3072.0,3.0,2.0,2.0,472.0,123.0,1965.0,Darebin,-37.7336,145.0022,Northern Metropolitan,14577.0,576.9854189293613,3749.245133716744,721.382686221548
8350,Preston,125 Albert St,4,h,770000.0,S,Love,13/05/2017,8.8,3072.0,4.0,1.0,1.0,494.0,,,Darebin,-37.7386,145.0234,Northern Metropolitan,14577.0,2139.28920700907,2837.129948657093,238.32016678743943
8351,Preston,31 Benambra St,3,h,800000.0,PI,hockingstuart,13/05/2017,8.8,3072.0,3.0,2.0,2.0,319.0,124.0,1940.0,Darebin,-37.7334,144.9873,Northern Metropolitan,14577.0,1473.0070696210237,2960.919826471632,433.48602529755243
8352,Preston,3 Carthew Gr,4,h,1075000.0,S,Nelson,13/05/2017,8.8,3072.0,4.0,1.0,2.0,521.0,146.0,1935.0,Darebin,-37.7506,144.99,Northern Metropolitan,14577.0,1060.3427999399603,1782.049469593625,307.173444035445
8353,Preston,3 Evelyn St,3,h,1015000.0,S,Ray,13/05/2017,8.8,3072.0,3.0,2.0,1.0,511.0,,,Darebin,-37.7377,144.9911,Northern Metropolitan,14577.0,1184.3315254139445,2748.780501001965,392.2362466095054
8354,Preston,110 Raglan St,3,t,880000.0,S,Nelson,13/05/2017,8.8,3072.0,3.0,2.0,2.0,242.0,103.6,,Darebin,-37.7506,145.0185,Northern Metropolitan,14577.0,1452.4459436912077,1808.5512878986538,572.69004959405
8355,Preston,118 Wood St,3,h,1020000.0,PI,hockingstuart,13/05/2017,8.8,3072.0,3.0,2.0,2.0,670.0,140.0,,Darebin,-37.7353,145.0232,Northern Metropolitan,14577.0,1932.956251394759,2783.637377707284,562.8775100123296
8356,Preston,33 Grandview Rd,3,h,1000000.0,VB,Nelson,20/05/2017,8.8,3072.0,3.0,1.0,3.0,624.0,145.0,1950.0,Darebin,-37.7373,144.9864,Northern Metropolitan,14577.0,1522.7284939124124,2545.6251446432107,653.6042418623796
8357,Preston,86 Malpas St,3,h,1010000.0,SP,McGrath,20/05/2017,8.8,3072.0,3.0,0.0,0.0,533.0,,,Darebin,-37.7336,145.0168,Northern Metropolitan,14577.0,1362.1467046093546,3067.4376601672066,402.242939462082
8358,Preston,21 Robeson St,4,h,1110000.0,S,Nelson,20/05/2017,8.8,3072.0,4.0,1.0,2.0,556.0,,1935.0,Darebin,-37.7489,144.9861,Northern Metropolitan,14577.0,1298.0173452664094,1570.5532532773707,422.6551837043227
8359,Preston,47 Youngman St,2,h,800000.0,VB,Nelson,20/05/2017,8.8,3072.0,2.0,1.0,1.0,405.0,,,Darebin,-37.7356,145.0087,Northern Metropolitan,14577.0,951.8430077251902,3667.801721548614,578.4101822969665
8360,Preston,20 Ambon St,3,h,910000.0,S,hockingstuart,22/04/2017,8.8,3072.0,3.0,1.0,1.0,674.0,90.0,1955.0,Darebin,-37.7341,145.0275,Northern Metropolitan,14577.0,2090.3959454124165,2439.696032369877,207.9143400049013
8361,Preston,12 Belgrove St,3,h,1215000.0,S,hockingstuart,22/04/2017,8.8,3072.0,3.0,1.0,1.0,690.0,,,Darebin,-37.7452,145.0192,Northern Metropolitan,14577.0,1674.2405072186211,2280.110780770941,787.562143911616
8362,Preston,2 Bruce St,2,h,2300000.0,SP,McGrath,22/04/2017,8.8,3072.0,2.0,1.0,2.0,465.0,,,Darebin,-37.7424,145.0026,Northern Metropolitan,14577.0,407.7235942278363,3186.023974366643,286.30463923929574
8363,Preston,60 Carlisle St,2,h,1108000.0,SP,McGrath,22/04/2017,8.8,3072.0,2.0,1.0,0.0,258.0,,1940.0,Darebin,-37.7521,145.0071,Northern Metropolitan,14577.0,706.5221089882937,2466.4077866116295,470.82228758966744
8364,Preston,11 Murphy St,3,h,801000.0,S,Nelson,22/04/2017,8.8,3072.0,3.0,1.0,2.0,620.0,,,Darebin,-37.7305,144.9856,Northern Metropolitan,14577.0,1532.8180753419554,3186.271329831924,89.54093660087968
8365,Preston,227 Wood St,3,h,1010000.0,S,Nelson,22/04/2017,8.8,3072.0,3.0,1.0,2.0,486.0,,,Darebin,-37.7341,145.0096,Northern Metropolitan,14577.0,870.3065071509931,3618.410794782895,399.1785427363323
8366,Preston,6 Adams St,3,h,690000.0,S,RW,29/04/2017,8.8,3072.0,3.0,1.0,2.0,581.0,90.0,1960.0,Darebin,-37.7536,145.0191,Northern Metropolitan,14577.0,1334.302005865184,1523.1617830982634,437.6432194548122
8367,Preston,460 Bell St,2,h,630000.0,PI,Barry,29/04/2017,8.8,3072.0,2.0,1.0,1.0,319.0,,1955.0,Darebin,-37.7442,144.9958,Northern Metropolitan,14577.0,416.2389499182443,2571.1804191880587,426.11848980860526
8368,Preston,39 Malpas St,3,h,1100000.0,S,Nelson,29/04/2017,8.8,3072.0,3.0,2.0,4.0,637.0,124.0,1950.0,Darebin,-37.7344,145.0208,Northern Metropolitan,14577.0,1720.6480806490354,2858.722158326844,499.545845579331
8369,Preston,72 McNamara St,3,h,1055000.0,S,Nelson,29/04/2017,8.8,3072.0,3.0,1.0,2.0,575.0,,,Darebin,-37.7288,144.9849,Northern Metropolitan,14577.0,1577.6603962530862,3338.1279425222315,140.71896861111892
8370,Preston,1/584 Murray Rd,2,u,560000.0,S,Nelson,29/04/2017,8.8,3072.0,2.0,1.0,2.0,196.0,,,Darebin,-37.7362,144.9885,Northern Metropolitan,14577.0,1463.1385536523253,2747.717805310378,431.8719976783416
8371,Preston,3/152 Tyler St,1,u,385000.0,SP,Brad,29/04/2017,8.8,3072.0,1.0,1.0,1.0,896.0,65.0,2011.0,Darebin,-37.7316,145.0201,Northern Metropolitan,14577.0,1440.8533310461273,2701.5453641121344,200.45682017840994
8372,Reservoir,2 Fordham Rd,4,h,741000.0,S,Ray,6/05/2017,11.2,3073.0,4.0,1.0,2.0,659.0,,,Darebin,-37.7148,145.019,Northern Metropolitan,21650.0,1049.6086577609035,2231.926411288053,359.16499123747445
8373,Reservoir,6 Greenock St,3,h,725000.0,S,Barry,6/05/2017,11.2,3073.0,3.0,1.0,1.0,547.0,,,Darebin,-37.7039,145.0226,Northern Metropolitan,21650.0,1249.8736912826341,2369.261322280411,273.6112793214245
8374,Reservoir,2/144 Hickford St,3,u,615000.0,S,Barry,6/05/2017,11.2,3073.0,3.0,1.0,2.0,320.0,,,Darebin,-37.7018,145.0134,Northern Metropolitan,21650.0,752.6951178545255,3174.0111681365206,501.69826496746464
8375,Reservoir,3/963 High St,2,u,406000.0,S,Barry,6/05/2017,11.2,3073.0,2.0,1.0,1.0,0.0,,,Darebin,-37.7093,145.0083,Northern Metropolitan,21650.0,191.2096347943888,3268.186677277493,271.23304265229194
8376,Reservoir,29 Southernhay St,3,h,1010000.0,S,Barry,6/05/2017,11.2,3073.0,3.0,1.0,2.0,649.0,,,Darebin,-37.7258,145.0113,Northern Metropolitan,21650.0,501.8070341082489,3076.9666339933133,534.164713505964
8377,Reservoir,83 Whitelaw St,2,h,852000.0,S,Love,6/05/2017,11.2,3073.0,2.0,1.0,2.0,705.0,,,Darebin,-37.711999999999996,145.0205,Northern Metropolitan,21650.0,1094.6424274014294,2151.872224527115,124.08915015974209
8378,Reservoir,18 Zinnia St,3,h,595000.0,SP,Barry,6/05/2017,11.2,3073.0,3.0,1.0,1.0,490.0,116.0,1970.0,Darebin,-37.7152,144.9817,Northern Metropolitan,21650.0,1876.8076646136678,3154.9080735429875,724.5539162731534
8379,Reservoir,5 Carson St,3,h,665000.0,S,Love,8/04/2017,11.2,3073.0,3.0,1.0,2.0,874.0,,,Darebin,-37.6982,145.0043,Northern Metropolitan,21650.0,770.4834660080924,4068.182059564224,216.3280202174806
8380,Reservoir,1/4 Kenilworth St,3,u,631000.0,S,Barry,8/04/2017,11.2,3073.0,3.0,1.0,1.0,267.0,,,Darebin,-37.714,145.007,Northern Metropolitan,21650.0,185.3518366728069,3293.700003860886,287.0741272350284
8381,Reservoir,11 Mais St,4,h,905000.0,S,hockingstuart,8/04/2017,11.2,3073.0,4.0,2.0,2.0,696.0,142.0,1965.0,Darebin,-37.7074,145.0276,Northern Metropolitan,21650.0,1615.2787903676176,1784.5197186745027,633.9942649364734
8382,Reservoir,33 McMahon Rd,5,h,845000.0,S,RW,8/04/2017,11.2,3073.0,5.0,2.0,2.0,676.0,100.0,1960.0,Darebin,-37.7114,145.02100000000002,Northern Metropolitan,21650.0,1108.702858075063,2126.1056439755484,159.6322432335018
8383,Reservoir,3/138 Rathcown Rd,3,t,815000.0,S,Barry,8/04/2017,11.2,3073.0,3.0,2.0,2.0,213.0,1.0,2012.0,Darebin,-37.7085,145.018,Northern Metropolitan,21650.0,772.5352483229083,2479.345955481627,356.633968254354
8384,Reservoir,19 Tovey St,4,h,770000.0,S,Ray,8/04/2017,11.2,3073.0,4.0,3.0,3.0,697.0,213.0,1970.0,Darebin,-37.701,144.9993,Northern Metropolitan,21650.0,1157.4821760666193,4321.5839676599835,570.4131119222471
8385,Reservoir,37 Vale St,2,h,935000.0,S,Love,8/04/2017,11.2,3073.0,2.0,1.0,1.0,537.0,,,Darebin,-37.7269,144.988,Northern Metropolitan,21650.0,1314.748052248865,3601.501635798982,453.2170983321955
8386,Reservoir,22 Wilson Bvd,3,h,610000.0,S,Barry,8/04/2017,11.2,3073.0,3.0,1.0,2.0,435.0,102.0,1960.0,Darebin,-37.7054,144.9945,Northern Metropolitan,21650.0,1330.1991057750813,4555.8862493372335,379.8700934249918
8387,Reservoir,96b Cheddar Rd,4,h,678500.0,S,hockingstuart,13/05/2017,11.2,3073.0,0.0,1.0,2.0,606.0,,,Darebin,-37.6987,145.0203,Northern Metropolitan,21650.0,825.3523063355693,2895.8013295000646,634.3627107344639
8388,Reservoir,1 Delaware St,2,h,861500.0,S,Nelson,13/05/2017,11.2,3073.0,2.0,1.0,1.0,419.0,100.0,1940.0,Darebin,-37.721,145.016,Northern Metropolitan,21650.0,531.7816947427976,2535.4520779101695,527.042896199669
8389,Reservoir,21 Henty St,3,h,801000.0,SP,Love,13/05/2017,11.2,3073.0,3.0,1.0,1.0,551.0,115.0,1950.0,Darebin,-37.7194,145.0015,Northern Metropolitan,21650.0,780.6987835446891,3778.995436267497,354.1418142603035
8390,Reservoir,72 Henty St,4,h,1150000.0,S,Barry,13/05/2017,11.2,3073.0,4.0,1.0,2.0,928.0,,,Darebin,-37.7179,144.9908,Northern Metropolitan,21650.0,1575.2601422041348,3873.001764324855,472.7358349070323
8391,Reservoir,3 Horton St,3,h,760000.0,PI,Barry,13/05/2017,11.2,3073.0,3.0,2.0,2.0,567.0,,,Darebin,-37.7236,144.9876,Northern Metropolitan,21650.0,1442.1504318397738,3544.2392207467124,283.12614090589807
8392,Reservoir,2/6 Merrilands Rd,2,u,490000.0,S,Ray,13/05/2017,11.2,3073.0,2.0,1.0,1.0,143.0,85.0,2009.0,Darebin,-37.6955,145.0097,Northern Metropolitan,21650.0,217.59444065175614,3838.985622564235,357.77339631580287
8393,Reservoir,1/74 Miranda Rd,3,h,605000.0,S,Love,13/05/2017,11.2,3073.0,3.0,1.0,2.0,371.0,112.0,1950.0,Darebin,-37.7068,145.0193,Northern Metropolitan,21650.0,889.3675329148832,2450.4245563003865,162.08457035354084
8394,Reservoir,1/209 Purinuan Rd,2,t,652000.0,S,Nelson,13/05/2017,11.2,3073.0,2.0,2.0,2.0,254.0,93.0,2007.0,Darebin,-37.7071,145.0108,Northern Metropolitan,21650.0,152.48201383458652,3128.5908372150825,596.8091489135734
8395,Reservoir,1/80 Delaware St,2,t,615000.0,S,Ray,20/05/2017,11.2,3073.0,2.0,1.0,1.0,202.0,,,Darebin,-37.7199,145.0091,Northern Metropolitan,21650.0,184.06218198925978,3117.7742544180237,408.23745497824234
8396,Reservoir,3/80 Delaware St,1,u,407000.0,S,Ray,20/05/2017,11.2,3073.0,1.0,1.0,1.0,108.0,,,Darebin,-37.7196,145.0092,Northern Metropolitan,21650.0,211.59509220709987,3105.256439010954,400.15940571571997
8397,Reservoir,44 Mendip Rd,4,h,930000.0,S,Barry,20/05/2017,11.2,3073.0,4.0,1.0,3.0,635.0,,,Darebin,-37.7205,145.0165,Northern Metropolitan,21650.0,582.6395999604974,2481.899138918308,474.1313423649158
8398,Reservoir,1/28 North Rd,3,t,741000.0,S,Barry,20/05/2017,11.2,3073.0,3.0,2.0,2.0,257.0,120.0,,Darebin,-37.7218,145.0231,Northern Metropolitan,21650.0,1156.730506581524,1949.6075753860102,231.14775962481752
8399,Reservoir,2/87 Purinuan Rd,2,h,375000.0,PI,Nelson,20/05/2017,11.2,3073.0,2.0,1.0,1.0,101.0,67.0,1980.0,Darebin,-37.7091,145.0259,Northern Metropolitan,21650.0,1472.3032711187693,1815.809239600816,585.2809342201919
8400,Reservoir,6 Sedge Ct,4,h,1005000.0,S,Nelson,20/05/2017,11.2,3073.0,4.0,2.0,5.0,768.0,,,Darebin,-37.6947,144.9851,Northern Metropolitan,21650.0,2382.925085211695,4596.475031654982,1082.3685481059042
8401,Reservoir,32 Ayr St,4,h,800000.0,SP,RW,22/04/2017,11.2,3073.0,4.0,1.0,4.0,605.0,,,Darebin,-37.7051,145.0331,Northern Metropolitan,21650.0,2120.542538387545,1607.5645075689274,573.6508951272897
8402,Reservoir,42 Elinda Pl,2,u,395000.0,S,Stockdale,22/04/2017,11.2,3073.0,2.0,1.0,1.0,166.0,,1990.0,Darebin,-37.6986,145.024,Northern Metropolitan,21650.0,1118.0700073604946,2675.8668718473177,567.802669363437
8403,Reservoir,6 Joffre St,2,h,1025000.0,S,Barry,29/04/2017,11.2,3073.0,2.0,2.0,1.0,715.0,,,Darebin,-37.7302,145.0129,Northern Metropolitan,21650.0,912.801656158781,3147.441178293819,231.56054427978023
8404,Reservoir,4/65 Thackeray Rd,2,u,505000.0,S,RW,29/04/2017,11.2,3073.0,2.0,1.0,1.0,110.0,1.0,1960.0,Darebin,-37.7216,145.0099,Northern Metropolitan,21650.0,23.51811641812258,3076.224750339111,579.227241924379
8405,Richmond,7 Berry St,2,h,950000.0,VB,hockingstuart,6/05/2017,2.6,3121.0,2.0,1.0,0.0,150.0,,,Yarra,-37.8191,144.9977,Northern Metropolitan,14949.0,447.692869730679,458.42917960261775,495.7354402990751
8406,Richmond,60 Gardner St,2,h,1110000.0,S,hockingstuart,6/05/2017,2.6,3121.0,2.0,1.0,0.0,166.0,,,Yarra,-37.8172,145.0053,Northern Metropolitan,14949.0,431.17708042924556,560.4424285748394,279.6967497924981
8407,Richmond,49 Garfield St,2,t,950000.0,VB,hockingstuart,6/05/2017,2.6,3121.0,2.0,1.0,1.0,113.0,118.0,2012.0,Yarra,-37.8119,144.9947,Northern Metropolitan,14949.0,1167.340728565454,545.3870392827561,212.14740344529667
8408,Richmond,4/39 Hunter St,2,u,1226000.0,S,hockingstuart,6/05/2017,2.6,3121.0,2.0,1.0,1.0,826.0,99.0,1996.0,Yarra,-37.821,145.0054,Northern Metropolitan,14949.0,262.6987743544665,851.7297055513123,573.2435747179685
8409,Richmond,516/2 McGoun St,1,u,500000.0,VB,Collins,6/05/2017,2.6,3121.0,1.0,1.0,1.0,2044.0,,,Yarra,-37.817,144.9955,Northern Metropolitan,14949.0,723.5819733318716,235.56055887336197,375.061565831681
8410,Richmond,118 Somerset St,3,h,1214000.0,S,Nelson,6/05/2017,2.6,3121.0,3.0,1.0,0.0,176.0,106.0,1900.0,Yarra,-37.8162,145.006,Northern Metropolitan,14949.0,557.6651065822326,576.0806752756612,201.24097572452987
8411,Richmond,213/253 Bridge Rd,1,u,370000.0,SP,Biggin,8/04/2017,2.6,3121.0,1.0,1.0,1.0,3512.0,,2011.0,Yarra,-37.8183,144.9979,Northern Metropolitan,14949.0,468.2191713420929,419.5626261543337,433.7232885273196
8412,Richmond,308/633 Church St,3,u,790000.0,SP,Biggin,8/04/2017,2.6,3121.0,3.0,1.0,1.0,0.0,90.0,1999.0,Yarra,-37.833,144.997,Northern Metropolitan,14949.0,782.7363485737926,1676.0934973316398,422.2866704444987
8413,Richmond,29 Gipps St,3,h,1400000.0,VB,Nelson,8/04/2017,2.6,3121.0,3.0,2.0,0.0,848.0,,,Yarra,-37.8235,144.9963,Northern Metropolitan,14949.0,646.6732997017227,730.1475649525664,716.4923261658954
8414,Richmond,307/18 Hull St,2,u,500000.0,VB,Jellis,8/04/2017,2.6,3121.0,2.0,1.0,1.0,0.0,,2012.0,Yarra,-37.8175,144.9974,Northern Metropolitan,14949.0,553.2974430198809,361.6937002496466,442.4770552872602
8415,Richmond,1/2 Little Kent St,2,t,1090000.0,S,Fletchers,8/04/2017,2.6,3121.0,2.0,2.0,1.0,0.0,137.0,2002.0,Yarra,-37.8151,145.0003,Northern Metropolitan,14949.0,619.2841095656961,62.44920755088031,230.33122633238173
8416,Richmond,113A Richmond Tce,3,h,1785000.0,S,hockingstuart,8/04/2017,2.6,3121.0,3.0,1.0,0.0,240.0,115.0,1958.0,Yarra,-37.8221,144.9964,Northern Metropolitan,14949.0,570.6937035143555,596.3600036009444,689.3754693934853
8417,Richmond,106/59 Stawell St,2,u,560000.0,PI,Ray,8/04/2017,2.6,3121.0,2.0,1.0,1.0,7455.0,65.0,2008.0,Yarra,-37.821999999999996,145.0104,Northern Metropolitan,14949.0,716.6895734765478,1094.5159010039097,350.90679220190185
8418,Richmond,101/27 Dickmann St,2,u,690000.0,VB,hockingstuart,13/05/2017,2.6,3121.0,2.0,2.0,1.0,760.0,,2010.0,Yarra,-37.825,144.9976,Northern Metropolitan,14949.0,669.6803435721592,929.6296074534678,523.4459910281845
8419,Richmond,43 Gardner St,2,h,1050000.0,PI,Biggin,13/05/2017,2.6,3121.0,2.0,1.0,0.0,134.0,63.7,1900.0,Yarra,-37.817,145.0058,Northern Metropolitan,14949.0,475.05772133125714,590.015241750686,250.01501599068087
8420,Richmond,293 Highett St,3,h,2060000.0,PI,Marshall,13/05/2017,2.6,3121.0,3.0,2.0,1.0,181.0,,,Yarra,-37.8161,145.0037,Northern Metropolitan,14949.0,488.0482326834696,380.6185582897569,133.77079619893738
8421,Richmond,62 Butler St,2,h,860000.0,PI,Biggin,20/05/2017,2.6,3121.0,2.0,1.0,0.0,111.0,,,Yarra,-37.8108,144.9955,Northern Metropolitan,14949.0,1162.6845244128738,577.8294796957316,314.34785160115024
8422,Richmond,6/323 Church St,3,t,1052000.0,S,Jellis,20/05/2017,2.6,3121.0,3.0,1.0,2.0,0.0,100.0,2010.0,Yarra,-37.8221,144.9988,Northern Metropolitan,14949.0,377.8833829984819,728.3792734621882,694.3815088358738
8423,Richmond,2 Portland St,3,h,3000000.0,VB,Jellis,20/05/2017,2.6,3121.0,3.0,2.0,7.0,230.0,204.0,2011.0,Yarra,-37.8213,144.9948,Northern Metropolitan,14949.0,686.6774704397095,453.73906576535865,524.9471219880235
8424,Richmond,3 Kimber St,3,h,1330000.0,S,Jellis,22/04/2017,2.6,3121.0,3.0,1.0,1.0,154.0,95.0,1900.0,Yarra,-37.8264,145.0123,Northern Metropolitan,14949.0,582.3623156956845,1083.9849261213512,467.7345057367731
8425,Richmond,304/253 Bridge Rd,2,u,630000.0,S,Biggin,29/04/2017,2.6,3121.0,2.0,2.0,1.0,3512.0,,2011.0,Yarra,-37.8183,144.9979,Northern Metropolitan,14949.0,468.2191713420929,419.5626261543337,433.7232885273196
8426,Richmond,30 Corsair St,2,h,1210000.0,S,Jellis,29/04/2017,2.6,3121.0,2.0,1.0,0.0,178.0,,,Yarra,-37.8226,145.0064,Northern Metropolitan,14949.0,420.53971562587265,1047.6282234776056,698.6147910402508
8427,Richmond,2 Moore St,1,h,911000.0,S,Biggin,29/04/2017,2.6,3121.0,1.0,1.0,0.0,126.0,77.0,1900.0,Yarra,-37.8259,145.0107,Northern Metropolitan,14949.0,728.9395497943357,1181.3436030773762,494.1571506270862
8428,Richmond,57 Type St,3,h,1590000.0,S,hockingstuart,29/04/2017,2.6,3121.0,3.0,1.0,1.0,318.0,,,Yarra,-37.8225,145.0096,Northern Metropolitan,14949.0,666.07347540118,1169.7939543317893,416.7997691788696
8429,Rosanna,154 Grandview Gr,4,h,1380000.0,S,Fletchers,8/04/2017,11.4,3084.0,4.0,2.0,2.0,607.0,,,Banyule,-37.7334,145.0631,Eastern Metropolitan,3540.0,900.3526806432499,2421.1285241775954,222.13568014150044
8430,Rosanna,34 Haughton Pde,4,h,1150000.0,SP,Miles,13/05/2017,11.4,3084.0,4.0,1.0,2.0,672.0,,,Banyule,-37.7438,145.0769,Eastern Metropolitan,3540.0,789.8059359721457,1926.9929865555976,81.31140497747457
8431,Rosanna,35 Thomson Dr,4,h,1160000.0,S,Barry,20/05/2017,11.4,3084.0,4.0,2.0,2.0,613.0,,,Banyule,-37.7323,145.0692,Eastern Metropolitan,3540.0,814.9691620830012,2649.3961513194167,564.4458285438359
8432,Rosanna,7/4 Banyule Rd,2,u,615000.0,S,Miles,29/04/2017,11.4,3084.0,2.0,1.0,1.0,190.0,105.0,1980.0,Banyule,-37.7437,145.0729,Eastern Metropolitan,3540.0,535.1956112015856,1683.4741980003826,419.91060108761496
8433,Rosanna,5 Finlayson St,3,h,940000.0,VB,Miles,29/04/2017,11.4,3084.0,3.0,2.0,2.0,581.0,,,Banyule,-37.7399,145.0681,Eastern Metropolitan,3540.0,138.4612002148872,1821.7534688262988,678.3681328804171
